,weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
5104,2021-01-16,MP,14.0,14.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5105,2021-01-16,MS,933.0,913.0,20.0,29.0,,,113.0,5.0,,,,,,,,,,,,,,,,,,,,,,
5106,2021-01-16,MT,305.0,289.0,16.0,0.0,,,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5107,2021-01-16,NC,3826.0,3797.0,29.0,24.0,,,549.0,21.0,,,,,,,,,,,,,,,,,,,,,,
5108,2021-01-16,ND,128.0,120.0,8.0,2.0,,,44.0,9.0,,,,,,,,,,,,,,,,,,,,,,
5109,2021-01-16,NE,525.0,497.0,28.0,4.0,,,86.0,5.0,,,,,,,,,,,,,,,,,,,,,,
5110,2021-01-16,NH,196.0,195.0,1.0,0.0,,,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5111,2021-01-16,NJ,2968.0,2939.0,29.0,6.0,,,446.0,108.0,,,,,,,,,,,,,,,,,,,,,,
5112,2021-01-16,NM,734.0,732.0,2.0,3.0,,,159.0,45.0,,,,,,,,,,,,,,,,,,,,,,
5113,2021-01-16,NV,1521.0,1505.0,16.0,13.0,,,308.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5114,2021-01-16,NY,7240.0,7165.0,75.0,18.0,,,1090.0,218.0,,,,,,,,,,,,,,,,,,,,,,
5115,2021-01-16,OH,3634.0,3580.0,54.0,7.0,,,520.0,20.0,,,,,,,,,,,,,,,,,,,,,,
5116,2021-01-16,OK,2266.0,2249.0,17.0,9.0,,,348.0,45.0,,,,,,,,,,,,,,,,,,,,,,
5117,2021-01-16,OR,369.0,365.0,4.0,0.0,,,62.0,60.0,,,,,,,,,,,,,,,,,,,,,,
5118,2021-01-16,PA,3856.0,3832.0,24.0,19.0,,,466.0,183.0,,,,,,,,,,,,,,,,,,,,,,
5119,2021-01-16,PR,904.0,894.0,10.0,20.0,,,234.0,17.0,,,,,,,,,,,,,,,,,,,,,,
5120,2021-01-16,RI,223.0,219.0,4.0,0.0,,,38.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5121,2021-01-16,SC,1900.0,1893.0,7.0,5.0,,,249.0,23.0,,,,,,,,,,,,,,,,,,,,,,
5122,2021-01-16,SD,155.0,151.0,4.0,0.0,,,24.0,7.0,,,,,,,,,,,,,,,,,,,,,,
5123,2021-01-16,TN,2920.0,2903.0,17.0,34.0,,,362.0,628.0,,,,,,,,,,,,,,,,,,,,,,
5124,2021-01-16,TX,16788.0,16571.0,217.0,124.0,,,3275.0,925.0,,,,,,,,,,,,,,,,,,,,,,
5125,2021-01-16,USA,119458.0,118043.0,1415.0,655.0,,,19984.0,5303.0,,,,,,,,,,,,,,,,,,,,,,
5126,2021-01-16,UT,605.0,590.0,15.0,1.0,,,191.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5127,2021-01-16,VA,2160.0,2127.0,33.0,49.0,,,328.0,115.0,,,,,,,,,,,,,,,,,,,,,,
5128,2021-01-16,VI,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5129,2021-01-16,VT,68.0,68.0,0.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5130,2021-01-16,WA,658.0,655.0,3.0,0.0,,,108.0,126.0,,,,,,,,,,,,,,,,,,,,,,
5131,2021-01-16,WI,1571.0,1565.0,6.0,1.0,,,155.0,506.0,,,,,,,,,,,,,,,,,,,,,,
5132,2021-01-16,WV,550.0,546.0,4.0,0.0,,,86.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5133,2021-01-16,WY,116.0,113.0,3.0,12.0,,,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5134,2021-01-23,AK,35.0,32.0,3.0,0.0,,,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5135,2021-01-23,AL,2577.0,2556.0,21.0,22.0,,,366.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5136,2021-01-23,AR,1035.0,1025.0,10.0,13.0,,,175.0,8.0,,,,,,,,,,,,,,,,,,,,,,
5137,2021-01-23,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,2021-01-23,AZ,3631.0,3610.0,21.0,3.0,,,690.0,47.0,,,,,,,,,,,,,,,,,,,,,,
5139,2021-01-23,CA,13038.0,12860.0,178.0,40.0,,,2677.0,92.0,,,,,,,,,,,,,,,,,,,,,,
5140,2021-01-23,CO,837.0,816.0,21.0,5.0,,,188.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5141,2021-01-23,CT,975.0,961.0,14.0,0.0,,,166.0,9.0,,,,,,,,,,,,,,,,,,,,,,
5142,2021-01-23,DC,218.0,202.0,16.0,1.0,,,53.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5143,2021-01-23,DE,342.0,334.0,8.0,0.0,,,53.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5144,2021-01-23,FL,7203.0,7096.0,107.0,50.0,,,1159.0,374.0,,,,,,,,,,,,,,,,,,,,,,
5145,2021-01-23,GA,8468.0,8300.0,168.0,25.0,,,1166.0,1117.0,,,,,,,,,,,,,,,,,,,,,,
5146,2021-01-23,GU,6.0,6.0,0.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5147,2021-01-23,HI,68.0,66.0,2.0,0.0,,,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5148,2021-01-23,IA,456.0,450.0,6.0,1.0,,,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5149,2021-01-23,ID,177.0,172.0,5.0,0.0,,,35.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5150,2021-01-23,IL,2230.0,2211.0,19.0,1.0,,,399.0,36.0,,,,,,,,,,,,,,,,,,,,,,
5151,2021-01-23,IN,1696.0,1606.0,90.0,8.0,,,258.0,54.0,,,,,,,,,,,,,,,,,,,,,,
5152,2021-01-23,KS,786.0,778.0,8.0,1.0,,,116.0,11.0,,,,,,,,,,,,,,,,,,,,,,
5153,2021-01-23,KY,2907.0,2900.0,7.0,3.0,,,283.0,723.0,,,,,,,,,,,,,,,,,,,,,,
5154,2021-01-23,LA,2138.0,2112.0,26.0,20.0,,,329.0,33.0,,,,,,,,,,,,,,,,,,,,,,
5155,2021-01-23,MA,1791.0,1770.0,21.0,3.0,,,244.0,22.0,,,,,,,,,,,,,,,,,,,,,,
5156,2021-01-23,MD,1409.0,1402.0,7.0,3.0,,,293.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5157,2021-01-23,ME,93.0,93.0,0.0,0.0,,,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5158,2021-01-23,MI,1375.0,1359.0,16.0,6.0,,,243.0,46.0,,,,,,,,,,,,,,,,,,,,,,
5159,2021-01-23,MN,445.0,426.0,19.0,0.0,,,99.0,16.0,,,,,,,,,,,,,,,,,,,,,,
5160,2021-01-23,MO,1302.0,1277.0,25.0,9.0,,,213.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5161,2021-01-23,MP,9.0,9.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5162,2021-01-23,MS,778.0,762.0,16.0,14.0,,,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5163,2021-01-23,MT,240.0,231.0,9.0,0.0,,,39.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5164,2021-01-23,NC,3162.0,3129.0,33.0,4.0,,,528.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5165,2021-01-23,ND,101.0,94.0,7.0,0.0,,,24.0,5.0,,,,,,,,,,,,,,,,,,,,,,
5166,2021-01-23,NE,433.0,428.0,5.0,1.0,,,68.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5167,2021-01-23,NH,174.0,173.0,1.0,1.0,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5168,2021-01-23,NJ,2666.0,2648.0,18.0,9.0,,,450.0,99.0,,,,,,,,,,,,,,,,,,,,,,
5169,2021-01-23,NM,728.0,720.0,8.0,10.0,,,157.0,10.0,,,,,,,,,,,,,,,,,,,,,,
5170,2021-01-23,NV,1360.0,1346.0,14.0,2.0,,,239.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5171,2021-01-23,NY,6689.0,6605.0,84.0,19.0,,,1038.0,34.0,,,,,,,,,,,,,,,,,,,,,,
5172,2021-01-23,OH,3070.0,3013.0,57.0,6.0,,,450.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5173,2021-01-23,OK,1931.0,1900.0,31.0,3.0,,,304.0,31.0,,,,,,,,,,,,,,,,,,,,,,
5174,2021-01-23,OR,260.0,254.0,6.0,0.0,,,50.0,23.0,,,,,,,,,,,,,,,,,,,,,,
5175,2021-01-23,PA,3293.0,3253.0,40.0,21.0,,,442.0,202.0,,,,,,,,,,,,,,,,,,,,,,
5176,2021-01-23,PR,1315.0,1310.0,5.0,15.0,,,372.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5177,2021-01-23,RI,184.0,180.0,4.0,0.0,,,39.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5178,2021-01-23,SC,1708.0,1700.0,8.0,6.0,,,218.0,17.0,,,,,,,,,,,,,,,,,,,,,,
5179,2021-01-23,SD,93.0,92.0,1.0,0.0,,,22.0,5.0,,,,,,,,,,,,,,,,,,,,,,
5180,2021-01-23,TN,2312.0,2293.0,19.0,26.0,,,329.0,503.0,,,,,,,,,,,,,,,,,,,,,,
5181,2021-01-23,TX,15169.0,14972.0,197.0,337.0,,,2923.0,749.0,,,,,,,,,,,,,,,,,,,,,,
5182,2021-01-23,USA,105955.0,104514.0,1441.0,716.0,,,17916.0,4895.0,,,,,,,,,,,,,,,,,,,,,,
5183,2021-01-23,UT,515.0,490.0,25.0,0.0,,,156.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5184,2021-01-23,VA,1977.0,1959.0,18.0,28.0,,,303.0,88.0,,,,,,,,,,,,,,,,,,,,,,
5185,2021-01-23,VI,3.0,3.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5186,2021-01-23,VT,67.0,67.0,0.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5187,2021-01-23,WA,633.0,631.0,2.0,0.0,,,124.0,125.0,,,,,,,,,,,,,,,,,,,,,,
5188,2021-01-23,WI,1268.0,1258.0,10.0,0.0,,,120.0,371.0,,,,,,,,,,,,,,,,,,,,,,
5189,2021-01-23,WV,496.0,494.0,2.0,0.0,,,67.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5190,2021-01-23,WY,83.0,80.0,3.0,0.0,,,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5191,2021-01-30,AK,29.0,26.0,3.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5192,2021-01-30,AL,2076.0,2054.0,22.0,46.0,,,364.0,7.0,,,,,,,,,,,,,,,,,,,,,,
5193,2021-01-30,AR,846.0,841.0,5.0,21.0,,,142.0,9.0,,,,,,,,,,,,,,,,,,,,,,
5194,2021-01-30,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,2021-01-30,AZ,3090.0,3067.0,23.0,2.0,,,564.0,32.0,,,,,,,,,,,,,,,,,,,,,,
5196,2021-01-30,CA,10564.0,10410.0,154.0,24.0,,,2347.0,23.0,,,,,,,,,,,,,,,,,,,,,,
5197,2021-01-30,CO,681.0,663.0,18.0,5.0,,,170.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5198,2021-01-30,CT,843.0,827.0,16.0,0.0,,,135.0,26.0,,,,,,,,,,,,,,,,,,,,,,
5199,2021-01-30,DC,214.0,202.0,12.0,2.0,,,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5200,2021-01-30,DE,266.0,256.0,10.0,0.0,,,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5201,2021-01-30,FL,6556.0,6389.0,167.0,41.0,,,1173.0,299.0,,,,,,,,,,,,,,,,,,,,,,
5202,2021-01-30,GA,7139.0,6990.0,149.0,33.0,,,1101.0,523.0,,,,,,,,,,,,,,,,,,,,,,
5203,2021-01-30,GU,5.0,5.0,0.0,0.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5204,2021-01-30,HI,54.0,53.0,1.0,0.0,,,22.0,6.0,,,,,,,,,,,,,,,,,,,,,,
5205,2021-01-30,IA,381.0,370.0,11.0,3.0,,,59.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5206,2021-01-30,ID,172.0,167.0,5.0,0.0,,,23.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5207,2021-01-30,IL,1983.0,1963.0,20.0,1.0,,,355.0,38.0,,,,,,,,,,,,,,,,,,,,,,
5208,2021-01-30,IN,1284.0,1229.0,55.0,6.0,,,185.0,27.0,,,,,,,,,,,,,,,,,,,,,,
5209,2021-01-30,KS,593.0,587.0,6.0,1.0,,,115.0,7.0,,,,,,,,,,,,,,,,,,,,,,
5210,2021-01-30,KY,2702.0,2689.0,13.0,13.0,,,260.0,653.0,,,,,,,,,,,,,,,,,,,,,,
5211,2021-01-30,LA,1729.0,1710.0,19.0,20.0,,,344.0,26.0,,,,,,,,,,,,,,,,,,,,,,
5212,2021-01-30,MA,1546.0,1527.0,19.0,0.0,,,230.0,12.0,,,,,,,,,,,,,,,,,,,,,,
5213,2021-01-30,MD,1290.0,1273.0,17.0,4.0,,,246.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5214,2021-01-30,ME,96.0,95.0,1.0,0.0,,,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5215,2021-01-30,MI,1076.0,1052.0,24.0,3.0,,,192.0,39.0,,,,,,,,,,,,,,,,,,,,,,
5216,2021-01-30,MN,388.0,377.0,11.0,12.0,,,94.0,9.0,,,,,,,,,,,,,,,,,,,,,,
5217,2021-01-30,MO,1136.0,1098.0,38.0,6.0,,,182.0,5.0,,,,,,,,,,,,,,,,,,,,,,
5218,2021-01-30,MP,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5219,2021-01-30,MS,636.0,617.0,19.0,14.0,,,88.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5220,2021-01-30,MT,170.0,167.0,3.0,0.0,,,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5221,2021-01-30,NC,2812.0,2768.0,44.0,10.0,,,445.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5222,2021-01-30,ND,92.0,86.0,6.0,1.0,,,31.0,5.0,,,,,,,,,,,,,,,,,,,,,,
5223,2021-01-30,NE,302.0,297.0,5.0,1.0,,,51.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5224,2021-01-30,NH,132.0,131.0,1.0,1.0,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5225,2021-01-30,NJ,2393.0,2372.0,21.0,9.0,,,359.0,93.0,,,,,,,,,,,,,,,,,,,,,,
5226,2021-01-30,NM,595.0,589.0,6.0,2.0,,,138.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5227,2021-01-30,NV,1145.0,1129.0,16.0,5.0,,,228.0,5.0,,,,,,,,,,,,,,,,,,,,,,
5228,2021-01-30,NY,6066.0,5968.0,98.0,23.0,,,1011.0,59.0,,,,,,,,,,,,,,,,,,,,,,
5229,2021-01-30,OH,2533.0,2487.0,46.0,8.0,,,389.0,6.0,,,,,,,,,,,,,,,,,,,,,,
5230,2021-01-30,OK,1657.0,1639.0,18.0,9.0,,,251.0,23.0,,,,,,,,,,,,,,,,,,,,,,
5231,2021-01-30,OR,306.0,294.0,12.0,0.0,,,58.0,24.0,,,,,,,,,,,,,,,,,,,,,,
5232,2021-01-30,PA,2973.0,2922.0,51.0,11.0,,,344.0,147.0,,,,,,,,,,,,,,,,,,,,,,
5233,2021-01-30,PR,243.0,239.0,4.0,26.0,,,55.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5234,2021-01-30,RI,184.0,182.0,2.0,0.0,,,34.0,6.0,,,,,,,,,,,,,,,,,,,,,,
5235,2021-01-30,SC,1523.0,1514.0,9.0,9.0,,,209.0,21.0,,,,,,,,,,,,,,,,,,,,,,
5236,2021-01-30,SD,82.0,81.0,1.0,0.0,,,21.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5237,2021-01-30,TN,1793.0,1775.0,18.0,39.0,,,249.0,395.0,,,,,,,,,,,,,,,,,,,,,,
5238,2021-01-30,TX,13510.0,13265.0,245.0,123.0,,,2886.0,686.0,,,,,,,,,,,,,,,,,,,,,,
5239,2021-01-30,USA,90418.0,88901.0,1517.0,555.0,,,16052.0,3714.0,,,,,,,,,,,,,,,,,,,,,,
5240,2021-01-30,UT,480.0,462.0,18.0,0.0,,,154.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5241,2021-01-30,VA,1802.0,1778.0,24.0,18.0,,,318.0,42.0,,,,,,,,,,,,,,,,,,,,,,
5242,2021-01-30,VI,6.0,6.0,0.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5243,2021-01-30,VT,100.0,100.0,0.0,0.0,,,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5244,2021-01-30,WA,570.0,563.0,7.0,0.0,,,114.0,114.0,,,,,,,,,,,,,,,,,,,,,,
5245,2021-01-30,WI,1110.0,1092.0,18.0,3.0,,,95.0,317.0,,,,,,,,,,,,,,,,,,,,,,
5246,2021-01-30,WV,391.0,385.0,6.0,0.0,,,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5247,2021-01-30,WY,73.0,73.0,0.0,0.0,,,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5248,2021-02-06,AK,25.0,24.0,1.0,0.0,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5249,2021-02-06,AL,1746.0,1712.0,34.0,37.0,,,245.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5250,2021-02-06,AR,743.0,725.0,18.0,9.0,,,133.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5251,2021-02-06,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5252,2021-02-06,AZ,2287.0,2265.0,22.0,3.0,,,454.0,9.0,,,,,,,,,,,,,,,,,,,,,,
5253,2021-02-06,CA,8437.0,8285.0,152.0,18.0,,,1960.0,32.0,,,,,,,,,,,,,,,,,,,,,,
5254,2021-02-06,CO,626.0,590.0,36.0,2.0,,,154.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5255,2021-02-06,CT,782.0,770.0,12.0,0.0,,,127.0,15.0,,,,,,,,,,,,,,,,,,,,,,
5256,2021-02-06,DC,217.0,204.0,13.0,0.0,,,44.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5257,2021-02-06,DE,243.0,234.0,9.0,0.0,,,55.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5258,2021-02-06,FL,5809.0,5714.0,95.0,52.0,,,1018.0,252.0,,,,,,,,,,,,,,,,,,,,,,
5259,2021-02-06,GA,6255.0,6108.0,147.0,16.0,,,990.0,627.0,,,,,,,,,,,,,,,,,,,,,,
5260,2021-02-06,GU,4.0,4.0,0.0,3.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5261,2021-02-06,HI,33.0,32.0,1.0,0.0,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5262,2021-02-06,IA,367.0,362.0,5.0,2.0,,,63.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5263,2021-02-06,ID,153.0,150.0,3.0,0.0,,,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5264,2021-02-06,IL,1616.0,1586.0,30.0,8.0,,,321.0,21.0,,,,,,,,,,,,,,,,,,,,,,
5265,2021-02-06,IN,1200.0,1147.0,53.0,10.0,,,198.0,24.0,,,,,,,,,,,,,,,,,,,,,,
5266,2021-02-06,KS,493.0,485.0,8.0,0.0,,,86.0,11.0,,,,,,,,,,,,,,,,,,,,,,
5267,2021-02-06,KY,2358.0,2353.0,5.0,2.0,,,208.0,552.0,,,,,,,,,,,,,,,,,,,,,,
5268,2021-02-06,LA,1427.0,1408.0,19.0,12.0,,,285.0,25.0,,,,,,,,,,,,,,,,,,,,,,
5269,2021-02-06,MA,1311.0,1299.0,12.0,3.0,,,197.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5270,2021-02-06,MD,1141.0,1139.0,2.0,0.0,,,202.0,7.0,,,,,,,,,,,,,,,,,,,,,,
5271,2021-02-06,ME,83.0,83.0,0.0,0.0,,,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5272,2021-02-06,MI,962.0,948.0,14.0,2.0,,,167.0,31.0,,,,,,,,,,,,,,,,,,,,,,
5273,2021-02-06,MN,339.0,328.0,11.0,0.0,,,74.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5274,2021-02-06,MO,959.0,930.0,29.0,7.0,,,145.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5275,2021-02-06,MP,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5276,2021-02-06,MS,527.0,519.0,8.0,10.0,,,78.0,6.0,,,,,,,,,,,,,,,,,,,,,,
5277,2021-02-06,MT,170.0,163.0,7.0,0.0,,,32.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5278,2021-02-06,NC,2274.0,2241.0,33.0,4.0,,,388.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5279,2021-02-06,ND,83.0,81.0,2.0,0.0,,,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5280,2021-02-06,NE,283.0,270.0,13.0,0.0,,,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5281,2021-02-06,NH,119.0,119.0,0.0,0.0,,,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5282,2021-02-06,NJ,2283.0,2271.0,12.0,11.0,,,404.0,101.0,,,,,,,,,,,,,,,,,,,,,,
5283,2021-02-06,NM,481.0,475.0,6.0,4.0,,,143.0,5.0,,,,,,,,,,,,,,,,,,,,,,
5284,2021-02-06,NV,997.0,986.0,11.0,2.0,,,201.0,10.0,,,,,,,,,,,,,,,,,,,,,,
5285,2021-02-06,NY,5572.0,5498.0,74.0,20.0,,,947.0,69.0,,,,,,,,,,,,,,,,,,,,,,
5286,2021-02-06,OH,2070.0,2022.0,48.0,6.0,,,352.0,23.0,,,,,,,,,,,,,,,,,,,,,,
5287,2021-02-06,OK,1471.0,1438.0,33.0,9.0,,,208.0,33.0,,,,,,,,,,,,,,,,,,,,,,
5288,2021-02-06,OR,272.0,257.0,15.0,0.0,,,51.0,19.0,,,,,,,,,,,,,,,,,,,,,,
5289,2021-02-06,PA,2466.0,2408.0,58.0,10.0,,,263.0,174.0,,,,,,,,,,,,,,,,,,,,,,
5290,2021-02-06,PR,836.0,830.0,6.0,16.0,,,212.0,4.0,,,,,,,,,,,,,,,,,,,,,,
5291,2021-02-06,RI,131.0,129.0,2.0,0.0,,,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5292,2021-02-06,SC,1262.0,1254.0,8.0,4.0,,,193.0,21.0,,,,,,,,,,,,,,,,,,,,,,
5293,2021-02-06,SD,77.0,74.0,3.0,0.0,,,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5294,2021-02-06,TN,1533.0,1514.0,19.0,44.0,,,227.0,311.0,,,,,,,,,,,,,,,,,,,,,,
5295,2021-02-06,TX,11532.0,11325.0,207.0,146.0,,,2395.0,558.0,,,,,,,,,,,,,,,,,,,,,,
5296,2021-02-06,USA,77994.0,76634.0,1360.0,505.0,,,14087.0,3389.0,,,,,,,,,,,,,,,,,,,,,,
5297,2021-02-06,UT,433.0,420.0,13.0,0.0,,,139.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5298,2021-02-06,VA,1603.0,1574.0,29.0,27.0,,,310.0,33.0,,,,,,,,,,,,,,,,,,,,,,
5299,2021-02-06,VI,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5300,2021-02-06,VT,61.0,58.0,3.0,1.0,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5301,2021-02-06,WA,500.0,496.0,4.0,0.0,,,75.0,112.0,,,,,,,,,,,,,,,,,,,,,,
5302,2021-02-06,WI,917.0,906.0,11.0,5.0,,,93.0,262.0,,,,,,,,,,,,,,,,,,,,,,
5303,2021-02-06,WV,363.0,360.0,3.0,0.0,,,53.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5304,2021-02-06,WY,62.0,61.0,1.0,0.0,,,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5305,2021-02-13,AK,26.0,25.0,1.0,0.0,,,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5306,2021-02-13,AL,1383.0,1364.0,19.0,33.0,,,230.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5307,2021-02-13,AR,637.0,630.0,7.0,19.0,,,116.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5308,2021-02-13,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309,2021-02-13,AZ,1730.0,1694.0,36.0,3.0,,,347.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5310,2021-02-13,CA,6372.0,6225.0,147.0,24.0,,,1599.0,15.0,,,,,,,,,,,,,,,,,,,,,,
5311,2021-02-13,CO,540.0,508.0,32.0,1.0,,,117.0,7.0,,,,,,,,,,,,,,,,,,,,,,
5312,2021-02-13,CT,649.0,635.0,14.0,0.0,,,137.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5313,2021-02-13,DC,166.0,153.0,13.0,0.0,,,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5314,2021-02-13,DE,189.0,178.0,11.0,0.0,,,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5315,2021-02-13,FL,5109.0,5019.0,90.0,51.0,,,944.0,198.0,,,,,,,,,,,,,,,,,,,,,,
5316,2021-02-13,GA,5141.0,5045.0,96.0,30.0,,,882.0,475.0,,,,,,,,,,,,,,,,,,,,,,
5317,2021-02-13,GU,7.0,7.0,0.0,1.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,
5318,2021-02-13,HI,24.0,24.0,0.0,0.0,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5319,2021-02-13,IA,278.0,268.0,10.0,1.0,,,61.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5320,2021-02-13,ID,166.0,164.0,2.0,0.0,,,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,
5321,2021-02-13,IL,1300.0,1286.0,14.0,1.0,,,260.0,16.0,,,,,,,,,,,,,,,,,,,,,,
5322,2021-02-13,IN,871.0,826.0,45.0,8.0,,,143.0,27.0,,,,,,,,,,,,,,,,,,,,,,
5323,2021-02-13,KS,397.0,394.0,3.0,4.0,,,82.0,6.0,,,,,,,,,,,,,,,,,,,,,,
