,weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
0,2023-08-12,WA,228.0,220.0,8.0,17.0,7.0,1.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-12,WI,143.0,133.0,10.0,5.0,2.0,1.0,10.0,19.0,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-12,WV,54.0,53.0,1.0,0.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-12,WY,12.0,12.0,0.0,1.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-19,AK,20.0,19.0,1.0,2.0,1.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-19,AL,423.0,402.0,21.0,7.0,18.0,3.0,72.0,2.0,,,,,,,,,,,,,,,,,,,,,,
6,2023-08-19,AR,182.0,173.0,9.0,7.0,4.0,3.0,24.0,3.0,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-19,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-19,AZ,213.0,206.0,7.0,6.0,6.0,1.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-19,CA,2422.0,2328.0,94.0,31.0,58.0,29.0,410.0,88.0,,,,,,,,,,,,,,,,,,,,,,
10,2023-08-19,CO,155.0,148.0,7.0,0.0,6.0,1.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,
11,2023-08-19,CT,190.0,187.0,3.0,4.0,2.0,1.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,
12,2023-08-19,DC,35.0,28.0,7.0,1.0,4.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
13,2023-08-19,DE,31.0,29.0,2.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
14,2023-08-19,FL,2819.0,2701.0,118.0,152.0,68.0,40.0,210.0,778.0,,,,,,,,,,,,,,,,,,,,,,
15,2023-08-19,GA,753.0,719.0,34.0,19.0,22.0,12.0,138.0,21.0,,,,,,,,,,,,,,,,,,,,,,
16,2023-08-19,GU,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
17,2023-08-19,HI,142.0,114.0,28.0,6.0,7.0,21.0,5.0,17.0,,,,,,,,,,,,,,,,,,,,,,
18,2023-08-19,IA,115.0,111.0,4.0,2.0,3.0,0.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,
19,2023-08-19,ID,55.0,47.0,8.0,3.0,7.0,0.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,
20,2023-08-19,IL,459.0,441.0,18.0,9.0,15.0,3.0,63.0,0.0,,,,,,,,,,,,,,,,,,,,,,
21,2023-08-19,IN,211.0,204.0,7.0,3.0,5.0,0.0,24.0,19.0,,,,,,,,,,,,,,,,,,,,,,
22,2023-08-19,KS,61.0,59.0,2.0,1.0,2.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
23,2023-08-19,KY,194.0,186.0,8.0,12.0,3.0,5.0,31.0,9.0,,,,,,,,,,,,,,,,,,,,,,
24,2023-08-19,LA,323.0,307.0,16.0,11.0,11.0,4.0,43.0,8.0,,,,,,,,,,,,,,,,,,,,,,
25,2023-08-19,MA,401.0,395.0,6.0,6.0,4.0,2.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,
26,2023-08-19,MD,210.0,200.0,10.0,6.0,9.0,1.0,29.0,7.0,,,,,,,,,,,,,,,,,,,,,,
27,2023-08-19,ME,28.0,28.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
28,2023-08-19,MI,273.0,264.0,9.0,18.0,0.0,3.0,41.0,18.0,,,,,,,,,,,,,,,,,,,,,,
29,2023-08-19,MN,117.0,111.0,6.0,0.0,4.0,2.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,
30,2023-08-19,MO,257.0,250.0,7.0,11.0,5.0,2.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,
31,2023-08-19,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2023-08-19,MS,198.0,186.0,12.0,34.0,8.0,2.0,20.0,3.0,,,,,,,,,,,,,,,,,,,,,,
33,2023-08-19,MT,43.0,42.0,1.0,0.0,1.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,
34,2023-08-19,NC,419.0,413.0,6.0,14.0,4.0,2.0,62.0,1.0,,,,,,,,,,,,,,,,,,,,,,
35,2023-08-19,ND,14.0,12.0,2.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
36,2023-08-19,NE,49.0,46.0,3.0,1.0,3.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,
37,2023-08-19,NH,44.0,43.0,1.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
38,2023-08-19,NJ,294.0,287.0,7.0,12.0,2.0,3.0,33.0,5.0,,,,,,,,,,,,,,,,,,,,,,
39,2023-08-19,NM,46.0,40.0,6.0,2.0,3.0,3.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,
40,2023-08-19,NV,156.0,146.0,10.0,3.0,9.0,1.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,
41,2023-08-19,NY,1130.0,1081.0,49.0,15.0,30.0,14.0,144.0,23.0,,,,,,,,,,,,,,,,,,,,,,
42,2023-08-19,OH,304.0,295.0,9.0,8.0,7.0,2.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,
43,2023-08-19,OK,106.0,104.0,2.0,21.0,2.0,0.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,
44,2023-08-19,OR,164.0,161.0,3.0,3.0,3.0,0.0,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,
45,2023-08-19,PA,446.0,419.0,27.0,38.0,22.0,2.0,41.0,7.0,,,,,,,,,,,,,,,,,,,,,,
46,2023-08-19,PR,154.0,138.0,16.0,30.0,15.0,1.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,
47,2023-08-19,RI,33.0,32.0,1.0,0.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
48,2023-08-19,SC,251.0,243.0,8.0,15.0,4.0,4.0,27.0,5.0,,,,,,,,,,,,,,,,,,,,,,
49,2023-08-19,SD,25.0,25.0,0.0,3.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
50,2023-08-19,TN,301.0,274.0,27.0,26.0,18.0,9.0,29.0,22.0,,,,,,,,,,,,,,,,,,,,,,
51,2023-08-19,TX,1492.0,1375.0,117.0,122.0,68.0,49.0,231.0,40.0,,,,,,,,,,,,,,,,,,,,,,
52,2023-08-19,USA,16686.0,15924.0,762.0,738.0,476.0,234.0,2135.0,1146.0,,,,,,,,,,,,,,,,,,,,,,
53,2023-08-19,UT,73.0,70.0,3.0,0.0,2.0,1.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,
54,2023-08-19,VA,302.0,296.0,6.0,35.0,3.0,1.0,44.0,3.0,,,,,,,,,,,,,,,,,,,,,,
55,2023-08-19,VI,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
56,2023-08-19,VT,32.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
57,2023-08-19,WA,244.0,239.0,5.0,25.0,3.0,2.0,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,
58,2023-08-19,WI,160.0,153.0,7.0,2.0,0.0,0.0,21.0,39.0,,,,,,,,,,,,,,,,,,,,,,
59,2023-08-19,WV,84.0,84.0,0.0,9.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,
60,2023-08-19,WY,23.0,22.0,1.0,0.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
61,2023-08-26,AK,22.0,19.0,3.0,0.0,3.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
62,2023-08-26,AL,470.0,438.0,32.0,12.0,19.0,13.0,67.0,2.0,,,,,,,,,,,,,,,,,,,,,,
63,2023-08-26,AR,234.0,216.0,18.0,9.0,15.0,3.0,32.0,2.0,,,,,,,,,,,,,,,,,,,,,,
64,2023-08-26,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
65,2023-08-26,AZ,253.0,246.0,7.0,17.0,7.0,0.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,,
66,2023-08-26,CA,2701.0,2609.0,92.0,29.0,47.0,41.0,559.0,107.0,,,,,,,,,,,,,,,,,,,,,,
67,2023-08-26,CO,203.0,196.0,7.0,4.0,6.0,1.0,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,
68,2023-08-26,CT,184.0,179.0,5.0,8.0,4.0,1.0,20.0,4.0,,,,,,,,,,,,,,,,,,,,,,
69,2023-08-26,DC,41.0,36.0,5.0,2.0,4.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,
70,2023-08-26,DE,36.0,33.0,3.0,0.0,2.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
71,2023-08-26,FL,3563.0,3378.0,185.0,160.0,90.0,79.0,308.0,1164.0,,,,,,,,,,,,,,,,,,,,,,
72,2023-08-26,GA,911.0,862.0,49.0,28.0,24.0,25.0,142.0,41.0,,,,,,,,,,,,,,,,,,,,,,
73,2023-08-26,GU,8.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
74,2023-08-26,HI,146.0,114.0,32.0,6.0,11.0,21.0,5.0,23.0,,,,,,,,,,,,,,,,,,,,,,
75,2023-08-26,IA,124.0,121.0,3.0,2.0,3.0,0.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,
76,2023-08-26,ID,63.0,60.0,3.0,0.0,0.0,3.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,
77,2023-08-26,IL,582.0,562.0,20.0,12.0,15.0,5.0,78.0,4.0,,,,,,,,,,,,,,,,,,,,,,
78,2023-08-26,IN,314.0,304.0,10.0,11.0,6.0,3.0,24.0,19.0,,,,,,,,,,,,,,,,,,,,,,
79,2023-08-26,KS,118.0,114.0,4.0,2.0,4.0,0.0,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,
80,2023-08-26,KY,230.0,221.0,9.0,7.0,4.0,5.0,28.0,7.0,,,,,,,,,,,,,,,,,,,,,,
81,2023-08-26,LA,361.0,341.0,20.0,11.0,11.0,8.0,50.0,9.0,,,,,,,,,,,,,,,,,,,,,,
82,2023-08-26,MA,412.0,402.0,10.0,8.0,3.0,7.0,54.0,3.0,,,,,,,,,,,,,,,,,,,,,,
83,2023-08-26,MD,230.0,227.0,3.0,3.0,2.0,1.0,34.0,5.0,,,,,,,,,,,,,,,,,,,,,,
84,2023-08-26,ME,26.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
85,2023-08-26,MI,325.0,315.0,10.0,10.0,2.0,7.0,33.0,14.0,,,,,,,,,,,,,,,,,,,,,,
86,2023-08-26,MN,176.0,168.0,8.0,3.0,6.0,2.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,
87,2023-08-26,MO,309.0,293.0,16.0,7.0,12.0,4.0,49.0,18.0,,,,,,,,,,,,,,,,,,,,,,
88,2023-08-26,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2023-08-26,MS,213.0,207.0,6.0,40.0,4.0,2.0,23.0,9.0,,,,,,,,,,,,,,,,,,,,,,
90,2023-08-26,MT,56.0,53.0,3.0,0.0,2.0,1.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,
91,2023-08-26,NC,476.0,468.0,8.0,8.0,3.0,4.0,66.0,1.0,,,,,,,,,,,,,,,,,,,,,,
92,2023-08-26,ND,21.0,21.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
93,2023-08-26,NE,58.0,55.0,3.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
94,2023-08-26,NH,46.0,46.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,
95,2023-08-26,NJ,314.0,301.0,13.0,16.0,3.0,1.0,38.0,10.0,,,,,,,,,,,,,,,,,,,,,,
96,2023-08-26,NM,38.0,33.0,5.0,1.0,3.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
97,2023-08-26,NV,137.0,133.0,4.0,4.0,3.0,1.0,21.0,3.0,,,,,,,,,,,,,,,,,,,,,,
98,2023-08-26,NY,1194.0,1154.0,40.0,20.0,31.0,8.0,161.0,13.0,,,,,,,,,,,,,,,,,,,,,,
99,2023-08-26,OH,391.0,375.0,16.0,16.0,6.0,10.0,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,
100,2023-08-26,OK,144.0,140.0,4.0,13.0,3.0,1.0,23.0,4.0,,,,,,,,,,,,,,,,,,,,,,
101,2023-08-26,OR,173.0,167.0,6.0,4.0,5.0,1.0,26.0,7.0,,,,,,,,,,,,,,,,,,,,,,
102,2023-08-26,PA,487.0,471.0,16.0,57.0,9.0,6.0,67.0,11.0,,,,,,,,,,,,,,,,,,,,,,
103,2023-08-26,PR,150.0,125.0,25.0,52.0,23.0,2.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,
104,2023-08-26,RI,34.0,34.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,
105,2023-08-26,SC,329.0,321.0,8.0,20.0,6.0,2.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,
106,2023-08-26,SD,88.0,69.0,19.0,1.0,1.0,0.0,6.0,55.0,,,,,,,,,,,,,,,,,,,,,,
107,2023-08-26,TN,400.0,373.0,27.0,23.0,18.0,9.0,42.0,23.0,,,,,,,,,,,,,,,,,,,,,,
108,2023-08-26,TX,1789.0,1610.0,179.0,110.0,103.0,76.0,292.0,39.0,,,,,,,,,,,,,,,,,,,,,,
109,2023-08-26,USA,19695.0,18711.0,984.0,793.0,549.0,369.0,2674.0,1649.0,,,,,,,,,,,,,,,,,,,,,,
110,2023-08-26,UT,101.0,94.0,7.0,0.0,4.0,3.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,
111,2023-08-26,VA,361.0,346.0,15.0,28.0,6.0,5.0,63.0,5.0,,,,,,,,,,,,,,,,,,,,,,
112,2023-08-26,VI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
113,2023-08-26,VT,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
114,2023-08-26,WA,310.0,303.0,7.0,20.0,4.0,3.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,
115,2023-08-26,WI,199.0,186.0,13.0,1.0,4.0,1.0,23.0,26.0,,,,,,,,,,,,,,,,,,,,,,
116,2023-08-26,WV,87.0,82.0,5.0,2.0,5.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,
117,2023-08-26,WY,28.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,
118,2023-09-02,AK,34.0,34.0,0.0,2.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
119,2023-09-02,AL,518.0,490.0,28.0,12.0,22.0,6.0,71.0,0.0,,,,,,,,,,,,,,,,,,,,,,
120,2023-09-02,AR,244.0,232.0,12.0,6.0,8.0,4.0,42.0,1.0,,,,,,,,,,,,,,,,,,,,,,
121,2023-09-02,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
122,2023-09-02,AZ,290.0,280.0,10.0,13.0,9.0,1.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,
123,2023-09-02,CA,2854.0,2728.0,126.0,38.0,82.0,37.0,499.0,97.0,,,,,,,,,,,,,,,,,,,,,,
124,2023-09-02,CO,246.0,232.0,14.0,3.0,11.0,3.0,44.0,1.0,,,,,,,,,,,,,,,,,,,,,,
125,2023-09-02,CT,195.0,190.0,5.0,6.0,1.0,4.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,
126,2023-09-02,DC,78.0,65.0,13.0,0.0,2.0,10.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,
127,2023-09-02,DE,27.0,24.0,3.0,0.0,2.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
128,2023-09-02,FL,3208.0,3043.0,165.0,172.0,82.0,66.0,321.0,680.0,,,,,,,,,,,,,,,,,,,,,,
129,2023-09-02,GA,942.0,907.0,35.0,34.0,18.0,17.0,173.0,32.0,,,,,,,,,,,,,,,,,,,,,,
130,2023-09-02,GU,7.0,7.0,0.0,5.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
131,2023-09-02,HI,122.0,93.0,29.0,7.0,7.0,22.0,15.0,16.0,,,,,,,,,,,,,,,,,,,,,,
132,2023-09-02,IA,150.0,146.0,4.0,4.0,2.0,2.0,19.0,4.0,,,,,,,,,,,,,,,,,,,,,,
133,2023-09-02,ID,82.0,72.0,10.0,0.0,6.0,4.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,
134,2023-09-02,IL,653.0,619.0,34.0,9.0,14.0,18.0,108.0,13.0,,,,,,,,,,,,,,,,,,,,,,
135,2023-09-02,IN,381.0,373.0,8.0,6.0,5.0,0.0,37.0,22.0,,,,,,,,,,,,,,,,,,,,,,
136,2023-09-02,KS,122.0,121.0,1.0,3.0,1.0,0.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,
137,2023-09-02,KY,304.0,296.0,8.0,10.0,5.0,2.0,35.0,18.0,,,,,,,,,,,,,,,,,,,,,,
138,2023-09-02,LA,361.0,331.0,30.0,14.0,22.0,8.0,51.0,7.0,,,,,,,,,,,,,,,,,,,,,,
139,2023-09-02,MA,485.0,475.0,10.0,17.0,4.0,6.0,63.0,1.0,,,,,,,,,,,,,,,,,,,,,,
140,2023-09-02,MD,265.0,259.0,6.0,5.0,4.0,2.0,46.0,5.0,,,,,,,,,,,,,,,,,,,,,,
141,2023-09-02,ME,42.0,42.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
142,2023-09-02,MI,352.0,333.0,19.0,12.0,10.0,5.0,33.0,18.0,,,,,,,,,,,,,,,,,,,,,,
143,2023-09-02,MN,171.0,168.0,3.0,0.0,2.0,1.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,
144,2023-09-02,MO,366.0,349.0,17.0,6.0,13.0,4.0,53.0,3.0,,,,,,,,,,,,,,,,,,,,,,
145,2023-09-02,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2023-09-02,MS,154.0,145.0,9.0,43.0,4.0,4.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,
147,2023-09-02,MT,60.0,58.0,2.0,0.0,2.0,0.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,
148,2023-09-02,NC,482.0,465.0,17.0,18.0,8.0,5.0,61.0,4.0,,,,,,,,,,,,,,,,,,,,,,
149,2023-09-02,ND,20.0,18.0,2.0,0.0,2.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
150,2023-09-02,NE,56.0,56.0,0.0,2.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
151,2023-09-02,NH,58.0,56.0,2.0,4.0,2.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
152,2023-09-02,NJ,356.0,340.0,16.0,10.0,7.0,0.0,43.0,12.0,,,,,,,,,,,,,,,,,,,,,,
153,2023-09-02,NM,57.0,57.0,0.0,2.0,0.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,
154,2023-09-02,NV,153.0,147.0,6.0,3.0,4.0,2.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,
155,2023-09-02,NY,1386.0,1342.0,44.0,38.0,24.0,14.0,190.0,22.0,,,,,,,,,,,,,,,,,,,,,,
156,2023-09-02,OH,447.0,432.0,15.0,13.0,10.0,5.0,67.0,1.0,,,,,,,,,,,,,,,,,,,,,,
157,2023-09-02,OK,233.0,219.0,14.0,16.0,4.0,2.0,41.0,12.0,,,,,,,,,,,,,,,,,,,,,,
158,2023-09-02,OR,189.0,184.0,5.0,2.0,4.0,1.0,30.0,7.0,,,,,,,,,,,,,,,,,,,,,,
159,2023-09-02,PA,576.0,559.0,17.0,42.0,9.0,6.0,57.0,21.0,,,,,,,,,,,,,,,,,,,,,,
160,2023-09-02,PR,180.0,156.0,24.0,59.0,16.0,7.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,
161,2023-09-02,RI,42.0,41.0,1.0,0.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
162,2023-09-02,SC,378.0,372.0,6.0,9.0,4.0,2.0,45.0,4.0,,,,,,,,,,,,,,,,,,,,,,
163,2023-09-02,SD,48.0,47.0,1.0,1.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,
164,2023-09-02,TN,418.0,401.0,17.0,27.0,12.0,4.0,39.0,42.0,,,,,,,,,,,,,,,,,,,,,,
165,2023-09-02,TX,2065.0,1878.0,187.0,126.0,104.0,83.0,341.0,40.0,,,,,,,,,,,,,,,,,,,,,,
166,2023-09-02,USA,21027.0,20003.0,1024.0,875.0,572.0,376.0,2948.0,1113.0,,,,,,,,,,,,,,,,,,,,,,
167,2023-09-02,UT,102.0,90.0,12.0,1.0,7.0,5.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,
168,2023-09-02,VA,377.0,367.0,10.0,30.0,4.0,5.0,59.0,2.0,,,,,,,,,,,,,,,,,,,,,,
169,2023-09-02,VI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
170,2023-09-02,VT,20.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
171,2023-09-02,WA,319.0,314.0,5.0,42.0,3.0,2.0,51.0,1.0,,,,,,,,,,,,,,,,,,,,,,
172,2023-09-02,WI,210.0,198.0,12.0,2.0,3.0,2.0,19.0,15.0,,,,,,,,,,,,,,,,,,,,,,
173,2023-09-02,WV,128.0,121.0,7.0,1.0,4.0,3.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,
174,2023-09-02,WY,13.0,11.0,2.0,0.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
175,2023-09-09,AK,35.0,34.0,1.0,2.0,1.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,
176,2023-09-09,AL,488.0,460.0,28.0,5.0,19.0,9.0,74.0,0.0,,,,,,,,,,,,,,,,,,,,,,
177,2023-09-09,AR,318.0,301.0,17.0,8.0,10.0,6.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,
178,2023-09-09,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
179,2023-09-09,AZ,272.0,259.0,13.0,8.0,11.0,2.0,32.0,2.0,,,,,,,,,,,,,,,,,,,,,,
180,2023-09-09,CA,2908.0,2792.0,116.0,42.0,70.0,40.0,528.0,105.0,,,,,,,,,,,,,,,,,,,,,,
181,2023-09-09,CO,270.0,257.0,13.0,7.0,9.0,4.0,62.0,0.0,,,,,,,,,,,,,,,,,,,,,,
182,2023-09-09,CT,204.0,201.0,3.0,1.0,3.0,0.0,18.0,6.0,,,,,,,,,,,,,,,,,,,,,,
183,2023-09-09,DC,71.0,55.0,16.0,1.0,8.0,5.0,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,
184,2023-09-09,DE,44.0,42.0,2.0,0.0,2.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
185,2023-09-09,FL,2940.0,2792.0,148.0,150.0,61.0,72.0,343.0,639.0,,,,,,,,,,,,,,,,,,,,,,
186,2023-09-09,GA,766.0,727.0,39.0,21.0,24.0,15.0,130.0,19.0,,,,,,,,,,,,,,,,,,,,,,
187,2023-09-09,GU,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
188,2023-09-09,HI,114.0,85.0,29.0,5.0,8.0,21.0,8.0,16.0,,,,,,,,,,,,,,,,,,,,,,
189,2023-09-09,IA,136.0,131.0,5.0,1.0,3.0,2.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,
190,2023-09-09,ID,82.0,74.0,8.0,2.0,5.0,3.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,
191,2023-09-09,IL,717.0,688.0,29.0,15.0,14.0,12.0,88.0,14.0,,,,,,,,,,,,,,,,,,,,,,
192,2023-09-09,IN,382.0,371.0,11.0,5.0,9.0,2.0,37.0,16.0,,,,,,,,,,,,,,,,,,,,,,
193,2023-09-09,KS,181.0,178.0,3.0,6.0,2.0,1.0,19.0,7.0,,,,,,,,,,,,,,,,,,,,,,
194,2023-09-09,KY,376.0,367.0,9.0,19.0,5.0,4.0,43.0,26.0,,,,,,,,,,,,,,,,,,,,,,
195,2023-09-09,LA,420.0,388.0,32.0,11.0,18.0,11.0,53.0,30.0,,,,,,,,,,,,,,,,,,,,,,
196,2023-09-09,MA,487.0,474.0,13.0,8.0,6.0,7.0,46.0,1.0,,,,,,,,,,,,,,,,,,,,,,
197,2023-09-09,MD,297.0,293.0,4.0,5.0,3.0,1.0,47.0,2.0,,,,,,,,,,,,,,,,,,,,,,
198,2023-09-09,ME,42.0,42.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
199,2023-09-09,MI,424.0,405.0,19.0,2.0,14.0,4.0,44.0,9.0,,,,,,,,,,,,,,,,,,,,,,
200,2023-09-09,MN,176.0,166.0,10.0,0.0,7.0,3.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,
201,2023-09-09,MO,440.0,422.0,18.0,12.0,10.0,8.0,70.0,3.0,,,,,,,,,,,,,,,,,,,,,,
202,2023-09-09,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2023-09-09,MS,158.0,155.0,3.0,19.0,3.0,0.0,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,
204,2023-09-09,MT,67.0,65.0,2.0,1.0,2.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,
205,2023-09-09,NC,626.0,602.0,24.0,7.0,11.0,7.0,76.0,6.0,,,,,,,,,,,,,,,,,,,,,,
